,Street,City,State,Zip,Census Tract,Census Block,GEOID
1021,6788 N SAUGANASH AVE,Chicago,IL,60646,,,170311202001
1022,6770 N SAUGANASH AVE,Chicago,IL,60646,,,170311202001
1023,6764 N SAUGANASH AVE,Chicago,IL,60646,,,170311202001
1024,6756 N SAUGANASH AVE,Chicago,IL,60646,,,170311202001
1025,6752 N SAUGANASH AVE,Chicago,IL,60646,,,170311202001
1026,6727 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1027,6705 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1028,6772 N DOWAGIAC AVE,Chicago,IL,60646,,,170311202001
1029,6758 N DOWAGIAC AVE,Chicago,IL,60646,,,170311202001
1030,6722 N ALGONQUIN AVE,Chicago,IL,60646,,,170311202001
1031,6711 N IONIA AVE,Chicago,IL,60646,,,170311202001
1032,6715 N DOWAGIAC AVE,Chicago,IL,60646,,,170311202001
1033,6716 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1034,6700 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1035,6748 N IONIA AVE,Chicago,IL,60646,,,170311202001
1036,6714 N IONIA AVE,Chicago,IL,60646,,,170311202001
1037,6691 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1038,6685 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1039,6669 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1040,6636 N ALGONQUIN AVE,Chicago,IL,60646,,,170311202001
1041,6669 N IONIA AVE,Chicago,IL,60646,,,170311202001
1042,6676 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1043,6656 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1044,6633 N HIAWATHA AVE,Chicago,IL,60646,,,170311202001
1045,6621 N HIAWATHA AVE,Chicago,IL,60646,,,170311202001
1046,6603 N HIAWATHA AVE,Chicago,IL,60646,,,170311202001
1047,6615 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1048,6632 N HIAWATHA AVE,Chicago,IL,60646,,,170311202001
1049,6632 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1050,6614 N SIOUX AVE,Chicago,IL,60646,,,170311202001
1051,6586 N HIAWATHA AVE,Chicago,IL,60646,,,170311202001
1052,6553 N TAHOMA AVE,Chicago,IL,60646,,,170311202001
1053,6500 N CENTRAL AVE,Chicago,IL,60646,,,170311202001
1054,6556 N SPOKANE AVE,Chicago,IL,60646,,,170311202002
1055,6552 N SPOKANE AVE,Chicago,IL,60646,,,170311202002
1056,6548 N SPOKANE AVE,Chicago,IL,60646,,,170311202002
1057,6540 N SPOKANE AVE,Chicago,IL,60646,,,170311202002
1058,6467  HIAWATHA,Chicago,IL,60646,,,
1059,6462 N NOKOMIS AVE,Chicago,IL,60646,,,170311202002
1060,6443 N LEOTI AVE,Chicago,IL,60646,,,170311202001
1061,6421 N LEOTI AVE,Chicago,IL,60646,,,170311202001
1062,6417 N LEOTI AVE,Chicago,IL,60646,,,170311202001
1063,6433 N LEOTI AVE,Chicago,IL,60646,,,170311202001
1064,6524 N HIAWATHA AVE,Chicago,IL,60646,,,170311202002
1065,6520 N HIAWATHA AVE,Chicago,IL,60646,,,170311202002
1066,6518 N HIAWATHA AVE,Chicago,IL,60646,,,170311202002
1067,6508 N HIAWATHA AVE,Chicago,IL,60646,,,170311202002
1068,6456 N MINNEHAHA AVE,Chicago,IL,60646,,,170311202002
1069,6429 N TAHOMA AVE,Chicago,IL,60646,,,170311202002
1070,NA,Chicago,IL,,,,
1071,NA,Chicago,IL,,,,
1072,NA,Chicago,IL,,,,
1073,6422 N SPOKANE AVE,Chicago,IL,60646,,,170311202002
1074,6436 N HIAWATHA AVE,Chicago,IL,60646,,,170311202002
1075,6431 N NOKOMIS AVE,Chicago,IL,60646,,,170311202002
1076,6450 N NAVAJO AVE,Chicago,IL,60646,,,170311202002
1077,6804 N DOWAGIAC AVE,Chicago,IL,60646,,,170311202001
1078,6826 N DOWAGIAC AVE,Chicago,IL,60646,,,170311202001
1079,6830 N DOWAGIAC AVE,Chicago,IL,60646,,,170311202001
1080,6428 N LE MAI AVE,Chicago,IL,60646,,,170311202002
1081,6424 N LE MAI AVE,Chicago,IL,60646,,,170311202002
1082,5150 W DEVON AVE,Chicago,IL,60646,,,170311202002
1083,6407 N NAVAJO AVE,Chicago,IL,60646,,,170311202002
1084,6425 N LE MAI AVE,Chicago,IL,60646,,,170311202003
1085,NA,Chicago,IL,,,,
1086,NA,Chicago,IL,,,,
1087,NA,Chicago,IL,,,,
1088,NA,Chicago,IL,,,,
1089,NA,Chicago,IL,,,,
1090,NA,Chicago,IL,,,,
1091,NA,Chicago,IL,,,,
1092,NA,Chicago,IL,,,,
1093,NA,Chicago,IL,,,,
1094,NA,Chicago,IL,,,,
1095,NA,Chicago,IL,,,,
1096,NA,Chicago,IL,,,,
1097,NA,Chicago,IL,,,,
1098,NA,Chicago,IL,,,,
1099,NA,Chicago,IL,,,,
1100,NA,Chicago,IL,,,,
1101,NA,Chicago,IL,,,,
1102,NA,Chicago,IL,,,,
1103,NA,Chicago,IL,,,,
1104,NA,Chicago,IL,,,,
1105,NA,Chicago,IL,,,,
1106,NA,Chicago,IL,,,,
1107,NA,Chicago,IL,,,,
1108,NA,Chicago,IL,,,,
1109,NA,Chicago,IL,,,,
1110,NA,Chicago,IL,,,,
1111,NA,Chicago,IL,,,,
1112,NA,Chicago,IL,,,,
1113,NA,Chicago,IL,,,,
1114,NA,Chicago,IL,,,,
1115,NA,Chicago,IL,,,,
1116,NA,Chicago,IL,,,,
1117,NA,Chicago,IL,,,,
1118,NA,Chicago,IL,,,,
1119,NA,Chicago,IL,,,,
1120,NA,Chicago,IL,,,,
1121,NA,Chicago,IL,,,,
1122,NA,Chicago,IL,,,,
1123,NA,Chicago,IL,,,,
1124,NA,Chicago,IL,,,,
1125,NA,Chicago,IL,,,,
1126,NA,Chicago,IL,,,,
1127,NA,Chicago,IL,,,,
1128,NA,Chicago,IL,,,,
1129,NA,Chicago,IL,,,,
1130,NA,Chicago,IL,,,,
1131,NA,Chicago,IL,,,,
1132,NA,Chicago,IL,,,,
1133,NA,Chicago,IL,,,,
1134,NA,Chicago,IL,,,,
1135,NA,Chicago,IL,,,,
1136,NA,Chicago,IL,,,,
1137,NA,Chicago,IL,,,,
1138,NA,Chicago,IL,,,,
1139,NA,Chicago,IL,,,,
1140,NA,Chicago,IL,,,,
1141,NA,Chicago,IL,,,,
1142,NA,Chicago,IL,,,,
1143,NA,Chicago,IL,,,,
1144,NA,Chicago,IL,,,,
1145,NA,Chicago,IL,,,,
1146,NA,Chicago,IL,,,,
1147,NA,Chicago,IL,,,,
1148,NA,Chicago,IL,,,,
1149,NA,Chicago,IL,,,,
1150,NA,Chicago,IL,,,,
1151,2900 W FITCH AVE,Chicago,IL,60645,,,170310203013
1152,7137 N FRANCISCO AVE,Chicago,IL,60645,,,170310203013
1153,2800 W FITCH AVE,Chicago,IL,60645,,,170310203013
1154,2957 W FITCH AVE,Chicago,IL,60645,,,170310203013
1155,2931 W FITCH AVE,Chicago,IL,60645,,,170310203013
1156,2925 W FITCH AVE,Chicago,IL,60645,,,170310203013
1157,2924 W ESTES AVE,Chicago,IL,60645,,,170310203013
1158,2853 W FITCH AVE,Chicago,IL,60645,,,170310203013
1159,2827 W FITCH AVE,Chicago,IL,60645,,,170310203013
1160,2811 W FITCH AVE,Chicago,IL,60645,,,170310203013
1161,2832 W ESTES AVE,Chicago,IL,60645,,,170310203013
1162,2800 W ESTES AVE,Chicago,IL,60645,,,170310203013
1163,2911 W ESTES AVE,Chicago,IL,60645,,,170310203013
1164,2920 W GREENLEAF AVE,Chicago,IL,60645,,,170310203013
1165,2852 W GREENLEAF AVE,Chicago,IL,60645,,,170310203013
1166,2826 W GREENLEAF AVE,Chicago,IL,60645,,,170310203013
1167,2824 W GREENLEAF AVE,Chicago,IL,60645,,,170310203013
1168,2933 W GREENLEAF AVE,Chicago,IL,60645,,,170310203013
1169,2931 W GREENLEAF AVE,Chicago,IL,60645,,,170310203013
1170,2917 W GREENLEAF AVE,Chicago,IL,60645,,,170310203013
1171,2832 W LUNT AVE,Chicago,IL,60645,,,170310203013
1172,2810 W LUNT AVE,Chicago,IL,60645,,,170310203013
1173,2801 W GREENLEAF AVE,Chicago,IL,60645,,,170310203013
1174,2957 W LUNT AVE,Chicago,IL,60645,,,170310203013
1175,2845 W LUNT AVE,Chicago,IL,60645,,,170310203013
1176,2839 W LUNT AVE,Chicago,IL,60645,,,170310203013
1177,2842 W COYLE AVE,Chicago,IL,60645,,,170310203013
1178,6905 N FRANCISCO AVE,Chicago,IL,60645,,,170310203013
1179,2805 W COYLE AVE,Chicago,IL,60645,,,170310203013
1180,2842 W MORSE AVE,Chicago,IL,60645,,,170310203013
1181,2944 W MORSE AVE,Chicago,IL,60645,,,170310203013
1182,6900 N FRANCISCO AVE,Chicago,IL,60645,,,170310203013
1183,2954 W FARWELL AVE,Chicago,IL,60645,,,170310203013
1184,2921 W FARWELL AVE,Chicago,IL,60645,,,170310203013
1185,2908 W PRATT BLVD,Chicago,IL,60645,,,170310203013
1186,6841 N FRANCISCO AVE,Chicago,IL,60645,,,170310203013
1187,2817 W MORSE AVE,Chicago,IL,60645,,,170310203013
1188,NA,Chicago,IL,,,,
1189,NA,Chicago,IL,,,,
1190,NA,Chicago,IL,,,,
1191,NA,Chicago,IL,,,,
1192,NA,Chicago,IL,,,,
1193,NA,Chicago,IL,,,,
1194,NA,Chicago,IL,,,,
1195,NA,Chicago,IL,,,,
1196,NA,Chicago,IL,,,,
1197,NA,Chicago,IL,,,,
1198,NA,Chicago,IL,,,,
1199,NA,Chicago,IL,,,,
1200,NA,Chicago,IL,,,,
1201,NA,Chicago,IL,,,,
1202,NA,Chicago,IL,,,,
1203,NA,Chicago,IL,,,,
1204,NA,Chicago,IL,,,,
1205,NA,Chicago,IL,,,,
1206,NA,Chicago,IL,,,,
1207,NA,Chicago,IL,,,,
1208,NA,Chicago,IL,,,,
1209,NA,Chicago,IL,,,,
1210,NA,Chicago,IL,,,,
1211,NA,Chicago,IL,,,,
1212,NA,Chicago,IL,,,,
1213,NA,Chicago,IL,,,,
1214,NA,Chicago,IL,,,,
1215,NA,Chicago,IL,,,,
1216,NA,Chicago,IL,,,,
1217,NA,Chicago,IL,,,,
1218,NA,Chicago,IL,,,,
1219,NA,Chicago,IL,,,,
1220,NA,Chicago,IL,,,,
1221,NA,Chicago,IL,,,,
1222,NA,Chicago,IL,,,,
1223,NA,Chicago,IL,,,,
1224,NA,Chicago,IL,,,,
1225,NA,Chicago,IL,,,,
1226,NA,Chicago,IL,,,,
1227,NA,Chicago,IL,,,,
1228,NA,Chicago,IL,,,,
1229,NA,Chicago,IL,,,,
1230,NA,Chicago,IL,,,,
1231,NA,Chicago,IL,,,,
1232,NA,Chicago,IL,,,,
1233,NA,Chicago,IL,,,,
1234,NA,Chicago,IL,,,,
1235,NA,Chicago,IL,,,,
1236,NA,Chicago,IL,,,,
1237,NA,Chicago,IL,,,,
1238,NA,Chicago,IL,,,,
1239,NA,Chicago,IL,,,,
1240,NA,Chicago,IL,,,,
1241,NA,Chicago,IL,,,,
1242,NA,Chicago,IL,,,,
1243,NA,Chicago,IL,,,,
1244,NA,Chicago,IL,,,,
1245,NA,Chicago,IL,,,,
1246,NA,Chicago,IL,,,,
1247,NA,Chicago,IL,,,,
1248,NA,Chicago,IL,,,,
1249,NA,Chicago,IL,,,,
1250,NA,Chicago,IL,,,,
1251,NA,Chicago,IL,,,,
1252,NA,Chicago,IL,,,,
1253,NA,Chicago,IL,,,,
1254,NA,Chicago,IL,,,,
1255,NA,Chicago,IL,,,,
1256,NA,Chicago,IL,,,,
1257,NA,Chicago,IL,,,,
1258,NA,Chicago,IL,,,,
1259,NA,Chicago,IL,,,,
1260,NA,Chicago,IL,,,,
1261,NA,Chicago,IL,,,,
1262,NA,Chicago,IL,,,,
1263,NA,Chicago,IL,,,,
1264,NA,Chicago,IL,,,,
1265,NA,Chicago,IL,,,,
1266,NA,Chicago,IL,,,,
1267,NA,Chicago,IL,,,,
1268,NA,Chicago,IL,,,,
1269,NA,Chicago,IL,,,,
1270,NA,Chicago,IL,,,,
1271,NA,Chicago,IL,,,,
1272,NA,Chicago,IL,,,,
1273,NA,Chicago,IL,,,,
1274,NA,Chicago,IL,,,,
1275,NA,Chicago,IL,,,,
1276,NA,Chicago,IL,,,,
1277,NA,Chicago,IL,,,,
1278,NA,Chicago,IL,,,,
1279,NA,Chicago,IL,,,,
1280,NA,Chicago,IL,,,,
1281,NA,Chicago,IL,,,,
1282,NA,Chicago,IL,,,,
1283,NA,Chicago,IL,,,,
1284,NA,Chicago,IL,,,,
1285,NA,Chicago,IL,,,,
1286,NA,Chicago,IL,,,,
1287,3024 W PRATT BLVD,Chicago,IL,60645,,,170310203012
1288,NA,Chicago,IL,,,,
1289,NA,Chicago,IL,,,,
1290,NA,Chicago,IL,,,,
1291,NA,Chicago,IL,,,,
1292,NA,Chicago,IL,,,,
1293,NA,Chicago,IL,,,,
1294,NA,Chicago,IL,,,,
1295,2512 W FITCH AVE,Chicago,IL,60645,,,170310203023
1296,2458 W FITCH AVE,Chicago,IL,60645,,,170310203023
1297,NA,Chicago,IL,,,,
1298,NA,Chicago,IL,,,,
1299,NA,Chicago,IL,,,,
1300,NA,Chicago,IL,,,,
1301,NA,Chicago,IL,,,,
1302,NA,Chicago,IL,,,,
1303,2420 W FITCH AVE,Chicago,IL,60645,,,170310203023
1304,2755 W FITCH AVE,Chicago,IL,60645,,,170310203021
1305,2714 W ESTES AVE,Chicago,IL,60645,,,170310203021
1306,2711 W FITCH AVE,Chicago,IL,60645,,,170310203021
1307,2750 W ESTES AVE,Chicago,IL,60645,,,170310203021
1308,NA,Chicago,IL,,,,
1309,NA,Chicago,IL,,,,
1310,NA,Chicago,IL,,,,
1311,NA,Chicago,IL,,,,
1312,NA,Chicago,IL,,,,
1313,NA,Chicago,IL,,,,
1314,NA,Chicago,IL,,,,
1315,NA,Chicago,IL,,,,
1316,NA,Chicago,IL,,,,
1317,NA,Chicago,IL,,,,
1318,NA,Chicago,IL,,,,
1319,NA,Chicago,IL,,,,
1320,NA,Chicago,IL,,,,
1321,NA,Chicago,IL,,,,
1322,NA,Chicago,IL,,,,
1323,2735 W ESTES AVE,Chicago,IL,60645,,,170310203021
1324,2734 W GREENLEAF AVE,Chicago,IL,60645,,,170310203021
1325,NA,Chicago,IL,,,,
1326,NA,Chicago,IL,,,,
1327,NA,Chicago,IL,,,,
1328,NA,Chicago,IL,,,,
1329,NA,Chicago,IL,,,,
1330,NA,Chicago,IL,,,,
1331,NA,Chicago,IL,,,,
1332,2652 W GREENLEAF AVE,Chicago,IL,60645,,,170310203021
1333,7040 N ROCKWELL ST,Chicago,IL,60645,,,170310203021
1334,7036 N ROCKWELL ST,Chicago,IL,60645,,,170310203021
1335,7034 N ROCKWELL ST,Chicago,IL,60645,,,170310203021
1336,NA,Chicago,IL,,,,
1337,2741 W GREENLEAF AVE,Chicago,IL,60645,,,170310203022
1338,NA,Chicago,IL,,,,
1339,NA,Chicago,IL,,,,
1340,NA,Chicago,IL,,,,
1341,NA,Chicago,IL,,,,
1342,2642 W LUNT AVE,Chicago,IL,60645,,,170310203022
1343,NA,Chicago,IL,,,,
1344,NA,Chicago,IL,,,,
1345,NA,Chicago,IL,,,,
1346,NA,Chicago,IL,,,,
1347,NA,Chicago,IL,,,,
1348,NA,Chicago,IL,,,,
1349,NA,Chicago,IL,,,,
1350,NA,Chicago,IL,,,,
1351,NA,Chicago,IL,,,,
1352,NA,Chicago,IL,,,,
1353,NA,Chicago,IL,,,,
1354,NA,Chicago,IL,,,,
1355,NA,Chicago,IL,,,,
1356,NA,Chicago,IL,,,,
1357,NA,Chicago,IL,,,,
1358,NA,Chicago,IL,,,,
1359,NA,Chicago,IL,,,,
1360,2734 W COYLE AVE,Chicago,IL,60645,,,170310203022
1361,2706 W COYLE AVE,Chicago,IL,60645,,,170310203022
1362,2656 W COYLE AVE,Chicago,IL,60645,,,170310203022
1363,2646 W COYLE AVE,Chicago,IL,60645,,,170310203022
1364,2612 W COYLE AVE,Chicago,IL,60645,,,170310203022
1365,2517 W LUNT AVE,Chicago,IL,60645,,,170310203023
1366,2501 W LUNT AVE,Chicago,IL,60645,,,170310203023
1367,2524 W COYLE AVE,Chicago,IL,60645,,,170310203023
1368,2455 W LUNT AVE,Chicago,IL,60645,,,170310203023
1369,2424 W COYLE AVE,Chicago,IL,60645,,,170310203023
1370,NA,Chicago,IL,,,,
1371,NA,Chicago,IL,,,,
1372,NA,Chicago,IL,,,,
1373,NA,Chicago,IL,,,,
1374,NA,Chicago,IL,,,,
1375,NA,Chicago,IL,,,,
1376,2743 W COYLE AVE,Chicago,IL,60645,,,170310203022
1377,2657 W COYLE AVE,Chicago,IL,60645,,,170310203023
1378,2648 W MORSE AVE,Chicago,IL,60645,,,170310203023
1379,2614 W MORSE AVE,Chicago,IL,60645,,,170310203023
1380,2545 W COYLE AVE,Chicago,IL,60645,,,170310203023
1381,2541 W COYLE AVE,Chicago,IL,60645,,,170310203023
1382,2511 W COYLE AVE,Chicago,IL,60645,,,170310203023
1383,2449 W COYLE AVE,Chicago,IL,60645,,,170310203023
1384,2725 W MORSE AVE,Chicago,IL,60645,,,170310203022
1385,2750 W FARWELL AVE,Chicago,IL,60645,,,170310203022
1386,2745 W MORSE AVE,Chicago,IL,60645,,,170310203022
1387,2717 W MORSE AVE,Chicago,IL,60645,,,170310203022
1388,2633 W MORSE AVE,Chicago,IL,60645,,,170310203023
1389,2512 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1390,2455 W MORSE AVE,Chicago,IL,60645,,,170310203023
1391,2443 W MORSE AVE,Chicago,IL,60645,,,170310203023
1392,2417 W MORSE AVE,Chicago,IL,60645,,,170310203023
1393,2415 W MORSE AVE,Chicago,IL,60645,,,170310203023
1394,2454 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1395,2442 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1396,2725 W FARWELL AVE,Chicago,IL,60645,,,170310203022
1397,2625 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1398,2640 W PRATT BLVD,Chicago,IL,60645,,,170310203023
1399,6802 N ROCKWELL ST,Chicago,IL,60645,,,170310203023
1400,2654 W PRATT BLVD,Chicago,IL,60645,,,170310203023
1401,2645 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1402,NA,Chicago,IL,,,,
1403,2551 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1404,2547 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1405,2545 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1406,2518 W PRATT BLVD,Chicago,IL,60645,,,170310203023
1407,2447 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1408,2439 W FARWELL AVE,Chicago,IL,60645,,,170310203023
1409,3130 W WALLEN AVE,Chicago,IL,60645,,,170310203012
1410,3154 W WALLEN AVE,Chicago,IL,60645,,,170310203012
1411,2939 W PRATT BLVD,Chicago,IL,60645,,,170310206011
1412,6707 N SACRAMENTO AVE,Chicago,IL,60645,,,170310206011
1413,6742 N RICHMOND ST,Chicago,IL,60645,,,170310206011
1414,6754 N FRANCISCO AVE,Chicago,IL,60645,,,170310206011
1415,6731 N RICHMOND ST,Chicago,IL,60645,,,170310206011
1416,6730 N FRANCISCO AVE,Chicago,IL,60645,,,170310206011
1417,6720 N MOZART ST,Chicago,IL,60645,,,170310206011
1418,2825 W PRATT BLVD,Chicago,IL,60645,,,170310206011
1419,6725 N MOZART ST,Chicago,IL,60645,,,170310206011
1420,6723 N MOZART ST,Chicago,IL,60645,,,170310206011
1421,6641 N WHIPPLE ST,Chicago,IL,60645,,,170310206011
1422,6617 N WHIPPLE ST,Chicago,IL,60645,,,170310206011
1423,6616 N SACRAMENTO AVE,Chicago,IL,60645,,,170310206011
1424,6653 N WHIPPLE ST,Chicago,IL,60645,,,170310206011
1425,6619 N SACRAMENTO AVE,Chicago,IL,60645,,,170310206011
1426,6648 N RICHMOND ST,Chicago,IL,60645,,,170310206011
1427,6605 N SACRAMENTO AVE,Chicago,IL,60645,,,170310206011
1428,6612 N RICHMOND ST,Chicago,IL,60645,,,170310206011
1429,6639 N RICHMOND ST,Chicago,IL,60645,,,170310206011
1430,6633 N RICHMOND ST,Chicago,IL,60645,,,170310206011
1431,6623 N RICHMOND ST,Chicago,IL,60645,,,170310206011
1432,6617 N FRANCISCO AVE,Chicago,IL,60645,,,170310206011
1433,6622 N MOZART ST,Chicago,IL,60645,,,170310206011
1434,6612 N MOZART ST,Chicago,IL,60645,,,170310206011
1435,6635 N MOZART ST,Chicago,IL,60645,,,170310206011
1436,NA,Chicago,IL,,,,
1437,NA,Chicago,IL,,,,
1438,NA,Chicago,IL,,,,
1439,6534 N TROY ST,Chicago,IL,60645,,,170310203012
1440,6547 N KEDZIE AVE,Chicago,IL,60645,,,170310203012
1441,6541 N KEDZIE AVE,Chicago,IL,60645,,,170310203012
1442,6521 N KEDZIE AVE,Chicago,IL,60645,,,170310203012
1443,6534 N ALBANY AVE,Chicago,IL,60645,,,170310203012
1444,6528 N ALBANY AVE,Chicago,IL,60645,,,170310203012
1445,6553 N TROY ST,Chicago,IL,60645,,,170310203012
1446,6537 N TROY ST,Chicago,IL,60645,,,170310203012
1447,3122 W ARTHUR AVE,Chicago,IL,60645,,,170310203012
1448,6544 N ALBANY AVE,Chicago,IL,60645,,,170310203012
1449,6557 N TROY ST,Chicago,IL,60645,,,170310203012
1450,6531 N ALBANY AVE,Chicago,IL,60645,,,170310203012
1451,6522 N SACRAMENTO AVE,Chicago,IL,60645,,,170310206012
1452,6534 N RICHMOND ST,Chicago,IL,60645,,,170310206012
1453,NA,Chicago,IL,,,,
1454,NA,Chicago,IL,,,,
1455,6538 N MOZART ST,Chicago,IL,60645,,,170310206012
1456,6520 N MOZART ST,Chicago,IL,60645,,,170310206012
1457,6559 N FRANCISCO AVE,Chicago,IL,60645,,,170310206012
1458,NA,Chicago,IL,,,,
1459,6549 N MOZART ST,Chicago,IL,60645,,,170310206013
1460,6515 N MOZART ST,Chicago,IL,60645,,,170310206013
1461,NA,Chicago,IL,,,,
1462,NA,Chicago,IL,,,,
1463,NA,Chicago,IL,,,,
1464,NA,Chicago,IL,,,,
1465,NA,Chicago,IL,,,,
1466,6536 N CALIFORNIA AVE,Chicago,IL,60645,,,170310206013
1467,NA,Chicago,IL,,,,
1468,6420 N TROY ST,Chicago,IL,60645,,,170310207021
1469,6416 N TROY ST,Chicago,IL,60645,,,170310207021
1470,6414 N TROY ST,Chicago,IL,60645,,,170310207021
1471,NA,Chicago,IL,,,,
1472,NA,Chicago,IL,,,,
1473,NA,Chicago,IL,,,,
1474,6440 N ALBANY AVE,Chicago,IL,60645,,,170310206012
1475,6445 N TROY ST,Chicago,IL,60645,,,170310206012
1476,NA,Chicago,IL,,,,
1477,NA,Chicago,IL,,,,
1478,NA,Chicago,IL,,,,
1479,6427 N ALBANY AVE,Chicago,IL,60645,,,170310206012
1480,6444 N WHIPPLE ST,Chicago,IL,60645,,,170310206012
1481,6455 N WHIPPLE ST,Chicago,IL,60645,,,170310206012
1482,6419 N WHIPPLE ST,Chicago,IL,60645,,,170310206012
1483,6415 N WHIPPLE ST,Chicago,IL,60645,,,170310206012
1484,6437 N WHIPPLE ST,Chicago,IL,60645,,,170310206012
1485,6435 N WHIPPLE ST,Chicago,IL,60645,,,170310206012
1486,NA,Chicago,IL,,,,
1487,NA,Chicago,IL,,,,
1488,NA,Chicago,IL,,,,
1489,NA,Chicago,IL,,,,
1490,NA,Chicago,IL,,,,
1491,6435 N RICHMOND ST,Chicago,IL,60645,,,170310206012
1492,6438 N FRANCISCO AVE,Chicago,IL,60645,,,170310206012
1493,6424 N FRANCISCO AVE,Chicago,IL,60645,,,170310206012
1494,NA,Chicago,IL,,,,
1495,NA,Chicago,IL,,,,
1496,NA,Chicago,IL,,,,
1497,6431 N FRANCISCO AVE,Chicago,IL,60645,,,170310206012
1498,6428 N MOZART ST,Chicago,IL,60645,,,170310206012
1499,NA,Chicago,IL,,,,
1500,NA,Chicago,IL,,,,
1501,NA,Chicago,IL,,,,
1502,NA,Chicago,IL,,,,
1503,6451 N MOZART ST,Chicago,IL,60645,,,170310206013
1504,6443 N MOZART ST,Chicago,IL,60645,,,170310206013
1505,3124 W COLUMBIA AVE,Chicago,IL,60645,,,170310205003
1506,3124 W NORTH SHORE AVE,Chicago,IL,60645,,,
1507,3100 W NORTH SHORE AVE,Chicago,IL,60645,,,
1508,3129 W NORTH SHORE AVE,Chicago,IL,60645,,,
1509,2735 W PRATT BLVD,Chicago,IL,60645,,,170310206011
1510,6730 N FAIRFIELD AVE,Chicago,IL,60645,,,170310206011
1511,6712 N FAIRFIELD AVE,Chicago,IL,60645,,,170310206011
1512,6755 N WASHTENAW AVE,Chicago,IL,60645,,,170310206024
1513,6739 N WASHTENAW AVE,Chicago,IL,60645,,,170310206024
1514,6738 N TALMAN AVE,Chicago,IL,60645,,,170310206024
1515,2647 W PRATT BLVD,Chicago,IL,60645,,,170310206024
1516,6712 N ROCKWELL ST,Chicago,IL,60645,,,170310206024
1517,2600 W NORTH SHORE AVE,Chicago,IL,60645,,,170310206024
1518,6712 N MAPLEWOOD AVE,Chicago,IL,60645,,,170310206024
1519,6748 N MAPLEWOOD AVE,Chicago,IL,60645,,,170310206024
1520,6730 N CAMPBELL AVE,Chicago,IL,60645,,,170310206021
1521,6759 N MAPLEWOOD AVE,Chicago,IL,60645,,,170310206021
1522,6754 N CAMPBELL AVE,Chicago,IL,60645,,,170310206021
1523,6709 N CAMPBELL AVE,Chicago,IL,60645,,,170310206021
1524,6705 N CAMPBELL AVE,Chicago,IL,60645,,,170310206021
1525,6726 N ARTESIAN AVE,Chicago,IL,60645,,,170310206021
1526,NA,Chicago,IL,,,,
1527,NA,Chicago,IL,,,,
1528,NA,Chicago,IL,,,,
1529,NA,Chicago,IL,,,,
1530,NA,Chicago,IL,,,,
1531,6648 N FAIRFIELD AVE,Chicago,IL,60645,,,170310206011
1532,6628 N FAIRFIELD AVE,Chicago,IL,60645,,,170310206011
1533,6620 N FAIRFIELD AVE,Chicago,IL,60645,,,170310206011
1534,2734 W ALBION AVE,Chicago,IL,60645,,,170310206011
1535,6654 N FAIRFIELD AVE,Chicago,IL,60645,,,170310206011
1536,6625 N FAIRFIELD AVE,Chicago,IL,60645,,,170310206011
1537,6621 N FAIRFIELD AVE,Chicago,IL,60645,,,170310206011
1538,6647 N WASHTENAW AVE,Chicago,IL,60645,,,170310206024
1539,6629 N WASHTENAW AVE,Chicago,IL,60645,,,170310206024
1540,6640 N TALMAN AVE,Chicago,IL,60645,,,170310206024
1541,6625 N TALMAN AVE,Chicago,IL,60645,,,170310206024
1542,6611 N TALMAN AVE,Chicago,IL,60645,,,170310206024
1543,6634 N ROCKWELL ST,Chicago,IL,60645,,,170310206024
1544,6604 N ROCKWELL ST,Chicago,IL,60645,,,170310206024
1545,6649 N ROCKWELL ST,Chicago,IL,60645,,,170310206024
1546,6650 N MAPLEWOOD AVE,Chicago,IL,60645,,,170310206024
1547,6648 N MAPLEWOOD AVE,Chicago,IL,60645,,,170310206024
1548,6640 N MAPLEWOOD AVE,Chicago,IL,60645,,,170310206024
1549,6628 N MAPLEWOOD AVE,Chicago,IL,60645,,,170310206024
1550,NA,Chicago,IL,,,,
1551,6625 N MAPLEWOOD AVE,Chicago,IL,60645,,,170310206021
1552,2503 W NORTH SHORE AVE,Chicago,IL,60645,,,170310206021
1553,6644 N CAMPBELL AVE,Chicago,IL,60645,,,170310206021
